0.000000e+00,0.000000e+00
1.000000e-05,0.000000e+00
2.000000e-05,0.000000e+00
3.000000e-05,0.000000e+00
4.000000e-05,0.000000e+00
5.000000e-05,0.000000e+00
6.000000e-05,0.000000e+00
6.999999e-05,0.000000e+00
8.000000e-05,-1.799215e-04
9.000000e-05,-3.600836e-04
1.000000e-04,-5.399222e-04
1.100000e-04,-7.199512e-04
1.200000e-04,-9.000527e-04
1.300000e-04,-1.079968e-03
1.400000e-04,-1.260016e-03
1.500000e-04,-1.439914e-03
1.600000e-04,-1.619887e-03
1.700000e-04,-1.799940e-03
1.800000e-04,-1.979985e-03
1.900000e-04,-2.159876e-03
2.000000e-04,-2.339842e-03
2.100000e-04,-2.519926e-03
2.200000e-04,-2.699899e-03
2.300000e-04,-2.880111e-03
2.400000e-04,-3.059959e-03
2.500000e-04,-3.240108e-03
2.600000e-04,-3.419794e-03
2.700000e-04,-3.599967e-03
2.800000e-04,-3.779723e-03
2.900000e-04,-3.959831e-03
3.000000e-04,-4.139791e-03
3.100000e-04,-4.319836e-03
3.200000e-04,-4.499584e-03
3.300000e-04,-4.679810e-03
3.400000e-04,-4.859530e-03
3.500000e-04,-5.039635e-03
3.600000e-04,-5.219541e-03
3.700000e-04,-5.399454e-03
3.800000e-04,-5.579470e-03
3.900000e-04,-5.759498e-03
4.000000e-04,-5.939367e-03
4.100000e-04,-6.119343e-03
4.200000e-04,-6.299214e-03
4.300000e-04,-6.479226e-03
4.400000e-04,-6.659109e-03
4.500000e-04,-6.839169e-03
4.600000e-04,-7.019063e-03
4.700000e-04,-7.198896e-03
4.800000e-04,-7.379121e-03
4.900000e-04,-7.558714e-03
5.000000e-04,-7.738933e-03
5.100000e-04,-7.918689e-03
5.200000e-04,-8.098664e-03
5.300000e-04,-8.278337e-03
5.400000e-04,-8.458496e-03
5.500000e-04,-8.638220e-03
5.600000e-04,-8.818268e-03
5.700000e-04,-8.998018e-03
5.800000e-04,-9.178033e-03
5.900000e-04,-9.357790e-03
6.000000e-04,-9.537782e-03
6.100000e-04,-9.717574e-03
6.200000e-04,-9.897424e-03
6.300000e-04,-1.007726e-02
6.400000e-04,-1.025720e-02
6.500000e-04,-1.043679e-02
6.600000e-04,-1.061700e-02
6.700000e-04,-1.079666e-02
6.800000e-04,-1.097659e-02
6.900000e-04,-1.115636e-02
7.000000e-04,-1.133613e-02
7.100000e-04,-1.151598e-02
7.200000e-04,-1.169579e-02
7.300000e-04,-1.187551e-02
7.400000e-04,-1.205537e-02
7.500000e-04,-1.223490e-02
7.600000e-04,-1.241496e-02
7.700000e-04,-1.259439e-02
7.800000e-04,-1.277448e-02
7.900000e-04,-1.295386e-02
8.000000e-04,-1.313392e-02
8.100000e-04,-1.331325e-02
8.200000e-04,-1.349339e-02
8.300000e-04,-1.367280e-02
8.400000e-04,-1.385301e-02
8.500000e-04,-1.403237e-02
8.600000e-04,-1.421247e-02
8.700000e-04,-1.439176e-02
8.799999e-04,-1.457176e-02
8.900000e-04,-1.475121e-02
9.000000e-04,-1.493110e-02
9.100000e-04,-1.511061e-02
9.200000e-04,-1.529031e-02
9.300000e-04,-1.547004e-02
9.400000e-04,-1.564970e-02
9.500000e-04,-1.582922e-02
9.600000e-04,-1.600903e-02
9.700000e-04,-1.618846e-02
9.800000e-04,-1.636824e-02
9.900000e-04,-1.654763e-02
9.999999e-04,-1.672742e-02
1.010000e-03,-1.690654e-02
1.020000e-03,-1.708647e-02
1.030000e-03,-1.726572e-02
1.040000e-03,-1.744566e-02
1.050000e-03,-1.762484e-02
1.060000e-03,-1.780460e-02
1.070000e-03,-1.798397e-02
1.080000e-03,-1.816368e-02
1.090000e-03,-1.834294e-02
1.100000e-03,-1.852262e-02
1.110000e-03,-1.870171e-02
1.120000e-03,-1.888153e-02
1.130000e-03,-1.906057e-02
1.140000e-03,-1.924036e-02
1.150000e-03,-1.941950e-02
1.160000e-03,-1.959921e-02
1.170000e-03,-1.977843e-02
1.180000e-03,-1.995789e-02
1.190000e-03,-2.013722e-02
1.200000e-03,-2.031655e-02
1.210000e-03,-2.049591e-02
1.220000e-03,-2.067539e-02
1.230000e-03,-2.085463e-02
1.240000e-03,-2.103407e-02
1.250000e-03,-2.121308e-02
1.260000e-03,-2.139264e-02
1.270000e-03,-2.157154e-02
1.280000e-03,-2.175124e-02
1.290000e-03,-2.193001e-02
1.300000e-03,-2.210987e-02
1.310000e-03,-2.228843e-02
1.320000e-03,-2.246823e-02
1.330000e-03,-2.264682e-02
1.340000e-03,-2.282654e-02
1.350000e-03,-2.300527e-02
1.360000e-03,-2.318488e-02
1.370000e-03,-2.336343e-02
1.380000e-03,-2.354330e-02
1.390000e-03,-2.372187e-02
1.400000e-03,-2.390158e-02
1.410000e-03,-2.407997e-02
1.420000e-03,-2.425980e-02
1.430000e-03,-2.443814e-02
1.440000e-03,-2.461803e-02
1.450000e-03,-2.479638e-02
1.460000e-03,-2.497631e-02
1.470000e-03,-2.515445e-02
1.480000e-03,-2.533429e-02
1.490000e-03,-2.551255e-02
1.500000e-03,-2.569227e-02
1.510000e-03,-2.587055e-02
1.520000e-03,-2.605026e-02
1.530000e-03,-2.622845e-02
1.540000e-03,-2.640813e-02
1.550000e-03,-2.658633e-02
1.560000e-03,-2.676588e-02
1.570000e-03,-2.694403e-02
1.580000e-03,-2.712358e-02
1.590000e-03,-2.730171e-02
1.600000e-03,-2.748125e-02
1.610000e-03,-2.765935e-02
1.620000e-03,-2.783887e-02
1.630000e-03,-2.801708e-02
1.640000e-03,-2.819627e-02
1.650000e-03,-2.837467e-02
1.660000e-03,-2.855361e-02
1.670000e-03,-2.873205e-02
1.680000e-03,-2.891097e-02
1.690000e-03,-2.908930e-02
1.700000e-03,-2.926819e-02
